species,wave,wave_vald,wave_l,wave_u,flux,flux_vald,flux_l,flux_u,depth,depth_vald,loggf,E_l,J_l,E_u,J_u,lande_l,lande_u,lande_m,damping_rad,damping_stark,damping_waals,vrad_info,crit_CaHK
Fe 1,5817.238257588784,5817.2379,5817.11,5817.37,0.9356358647346497,0.877,0.98872274,0.9892808,0.06436413526535034,0.123,-1.557,4.9556,3.0,7.087,3.0,1.5,1.6,1.55,8.68,-3.69,-7.3,172595841.52605253,True
Fe 1,5817.667050181637,5817.6616,5817.52,5817.8,0.8839903473854065,0.85,0.9894355,0.97021294,0.1160096526145935,0.15,-2.179,4.2204,4.0,6.3515,5.0,1.34,1.38,1.45,8.48,-5.09,-7.52,545566181.9313388,True
Fe 1,5817.985112064378,5817.9851,5817.81,5818.19,0.6329855918884277,0.475,0.9696662,0.98954046,0.36701440811157227,0.525,-0.601,4.5485,4.0,6.6796,5.0,1.25,1.1,0.81,8.33,-4.36,-7.51,6970782497.006733,True
Fe 1,5818.688332007027,5818.6883,5818.55,5818.83,0.896122932434082,0.813,0.98764384,0.9892022,0.10387706756591797,0.187,-1.319,4.9556,3.0,7.0864,4.0,1.5,1.34,1.09,8.68,-4.65,-7.32,489598265.2148279,True
Fe 1,5823.501951705472,5823.502,5823.38,5823.63,0.933243602514267,0.876,0.98752856,0.98956263,0.06675639748573303,0.124,-1.52,4.988,2.0,7.1171,2.0,1.5,1.56,1.53,8.68,-4.34,-7.31,193240967.4751338,True
Ni 1,5833.212171160888,5833.2122,5833.07,5833.36,0.8548448085784912,0.743,0.9861303,0.9884684,0.1451551914215088,0.257,-0.945,4.1672,2.0,6.2927,2.0,0.97,1.19,1.08,8.38,-4.5,-7.5,1008127884.8234096,True
Fe 1,5835.623900547084,5835.6424,5835.4,5835.81,0.7788110971450806,0.685,0.9899886,0.98853326,0.22118890285491943,0.315,-0.979,4.913,4.0,7.0376,5.0,1.49,1.38,1.17,8.68,-3.77,-7.33,1979495888.1611533,True
Ti 1,5839.614080403694,5839.6142,5839.5,5839.73,0.946200430393219,0.874,0.9875282,0.9878777,0.053799569606781006,0.126,0.414,3.3051,4.0,5.4283,5.0,1.15,1.21,1.32,8.28,-4.63,-7.54,120087831.9551257,True
Fe 1,5839.989990255149,5839.99,5839.85,5840.13,0.9081698656082153,0.8160000000000001,0.9897775,0.9899632,0.09183013439178467,0.184,-2.34,3.9433,3.0,6.0663,2.0,1.09,0.66,1.51,7.75,-5.28,997.25,383354947.28525084,True
Ti 1,5842.792790404798,5842.7928,5842.67,5842.92,0.9291818141937256,0.838,0.9873624,0.9889116,0.07081818580627441,0.162,0.567,3.3194,5.0,5.4414,6.0,1.25,1.27,1.33,8.28,-4.58,-7.54,221821850.4223308,True
Fe 1,5847.776311660196,5847.7761,5847.65,5847.9,0.9403954744338989,0.888,0.98966736,0.9883297,0.059604525566101074,0.112,-1.609,4.9556,3.0,7.0758,3.0,1.5,1.58,1.54,8.69,-4.27,-7.3,149994661.030711,True
Si 1,5848.233007926708,5848.233,5848.08,5848.39,0.9056358933448792,0.867,0.9876307,0.98858297,0.09436410665512085,0.133,-1.829,5.6192,3.0,7.7392,3.0,1.33,1.33,1.33,7.84,-3.5,-7.0,360142461.0892215,True
Ni 1,5848.62271520181,5848.6229,5848.49,5848.75,0.909124493598938,0.802,0.987199,0.9862176,0.09087550640106201,0.198,-3.627,1.6764,2.0,3.7963,2.0,0.74,1.14,0.94,7.97,-6.13,-7.81,372237296.70855224,True
Fe 1,5849.73694204805,5849.7471,5849.55,5849.92,0.7172324657440186,0.607,0.9872868,0.98997384,0.28276753425598145,0.393,-1.057,4.6076,3.0,6.7271,2.0,1.09,0.76,1.41,8.33,-4.39,-7.52,3919351858.707354,True
Fe 1,5853.840323861672,5853.8403,5853.68,5854.0,0.8128409385681152,0.679,0.98810387,0.98773867,0.18715906143188477,0.321,-1.33,4.5485,4.0,6.6665,4.0,1.25,1.23,1.24,8.33,-4.94,896.276,1695540717.3271797,True
Ba 2,5855.297089266515,5855.2969,5855.12,5855.48,0.6555864810943604,0.42600000000000005,0.9870468,0.98899734,0.34441351890563965,0.574,-1.144,0.6043,1.5,2.7218,1.5,0.79,1.32,1.06,0.0,0.0,365.264,6478599179.570474,True
Fe 1,5856.6981872861725,5856.6982,5856.55,5856.85,0.8622990846633911,0.752,0.9870165,0.98835284,0.1377009153366089,0.248,-1.478,4.6076,3.0,6.7246,4.0,1.09,0.9,0.62,8.33,-4.53,962.279,881986258.2777655,True
Fe 1,5857.710940088323,5857.7109,5857.54,5857.88,0.751849889755249,0.591,0.9895049,0.9882584,0.24815011024475098,0.409,-1.328,4.2944,2.0,6.411,2.0,1.0,1.03,1.01,7.99,-5.22,404.264,3149130087.177397,True
Ca 1,5859.07476411296,5859.0747,5858.62,5859.25,0.44310474395751953,0.353,0.98978245,0.8565986,0.5568952560424805,0.647,0.24,2.9325,1.0,5.0486,2.0,1.0,1.0,1.0,8.477,-5.424,-7.316,13898524910.094353,True
Ni 1,5859.372622563637,5859.3756,5859.26,5859.6,0.709018349647522,0.5640000000000001,0.8556835,0.98972267,0.290981650352478,0.436,-0.402,4.1672,2.0,6.2832,3.0,0.97,0.77,0.57,8.39,-5.58,-7.51,3032161524.3487945,True
Fe 1,5860.40224803282,5860.4021,5860.27,5860.54,0.9346625208854675,0.872,0.9888564,0.98995847,0.06533747911453247,0.128,-2.26,4.2204,4.0,6.336,5.0,1.34,1.38,1.46,8.48,-4.38,786.278,177209152.88620096,True
Si 1,5860.826077015365,5860.8254,5860.67,5860.99,0.8907087445259094,0.85,0.98864496,0.9813596,0.10929125547409058,0.15,-2.407,4.9538,2.0,7.0693,2.0,1.5,1.18,1.34,8.53,-4.37,-7.31,481948895.06538486,True
Fe 1,5861.209796741295,5861.2098,5861.0,5861.44,0.5963432788848877,0.44499999999999995,0.9810353,0.9894095,0.4036567211151123,0.555,-0.418,4.5485,4.0,6.6638,3.0,1.25,1.26,1.23,8.33,-4.38,-7.51,8547495149.36904,True
Fe 1,5863.9780908798875,5863.9807,5863.56,5864.28,0.5358576774597168,0.4,0.98975486,0.9898493,0.4641423225402832,0.6,-0.125,4.5485,4.0,6.6628,5.0,1.25,1.25,1.25,8.33,-4.66,-7.52,9746793045.431181,True
Si 1,5867.679697616405,5867.6796,5867.53,5867.84,0.9048717021942139,0.868,0.98751533,0.9896067,0.09512829780578613,0.132,-1.84,5.6135,1.0,7.7265,0.0,0.5,0.0,0.5,7.89,-3.83,-6.98,374600995.51919734,True
Ti 1,5868.079306752907,5868.0766,5867.91,5868.24,0.7510226964950562,0.544,0.9883648,0.9863548,0.24897730350494385,0.456,-0.922,1.0666,2.0,3.1794,3.0,1.49,1.33,1.17,8.0,-6.07,-7.74,3187857036.9026265,True
Ca 1,5869.188448615019,5869.1884,5869.04,5869.34,0.8648213744163513,0.763,0.9880546,0.9891753,0.13517862558364868,0.237,-1.57,2.9325,1.0,5.045,0.0,1.0,0.0,1.0,8.419,-4.705,-7.46,862551844.205707,True
Fe 1,5874.840167655617,5874.8401,5874.71,5874.97,0.923374593257904,0.85,0.9884386,0.988275,0.07662540674209595,0.15,-2.14,4.2562,3.0,6.3666,4.0,1.24,1.49,1.85,8.37,-5.0,712.228,261564434.21162122,True
Fe 1,5879.417176348181,5879.4171,5879.29,5879.55,0.9253880977630615,0.854,0.9872719,0.9892147,0.07461190223693848,0.146,-2.23,4.1777,5.0,6.2865,5.0,1.42,1.36,1.39,8.41,-4.94,742.283,245075804.8563758,True
Fe 1,5881.656534042594,5881.6565,5881.53,5881.78,0.9349550604820251,0.875,0.98816454,0.9871691,0.06504493951797485,0.125,-1.94,4.5585,3.0,6.6665,4.0,1.66,1.23,0.57,8.43,-4.94,884.275,179227244.64751056,True
Fe 1,5882.9090235925605,5882.909,5882.78,5883.04,0.9276981353759766,0.863,0.9874456,0.98803353,0.07230186462402344,0.137,-1.84,4.6076,3.0,6.7151,3.0,1.09,1.14,1.11,8.33,-4.81,950.279,223706321.97052363,True
Fe 1,5885.44704512832,5885.447,5885.24,5885.66,0.6694798469543457,0.506,0.9885141,0.989199,0.3305201530456543,0.494,-1.36,3.9597,1.0,6.0663,2.0,0.51,0.66,0.74,7.78,-5.28,998.25,5579186393.363254,True
Fe 1,5886.684537038189,5886.6845,5886.54,5886.83,0.924709677696228,0.867,0.98952085,0.98937947,0.07529032230377197,0.133,-1.479,4.988,2.0,7.0942,3.0,1.5,1.19,0.89,8.68,-4.73,-7.32,235208084.97982123,True
Na 1,5891.58328905023,5891.5833,5888.64,5892.62,0.21140027046203613,0.138,0.9899953,0.92583114,0.7885997295379639,0.862,0.108,0.0,0.5,2.1044,1.5,99.0,99.0,99.0,7.799,-5.64,407.273,11869428950.579176,True
Fe 1,5892.8059908077275,5892.8082,5892.63,5894.13,0.8050026893615723,0.72,0.9258897,0.9835197,0.19499731063842773,0.28,-1.339,4.652,2.0,6.756,3.0,0.69,0.48,0.28,8.33,-4.66,-7.51,1033727482.8497713,True
Ni 1,5894.491325356827,5894.4902,5894.14,5895.04,0.5695328712463379,0.607,0.98351157,0.9867034,0.4304671287536621,0.393,-2.801,1.9859,0.0,4.0893,1.0,1.0,0.0,0.0,8.26,-6.01,-7.75,8626123454.571115,True
Na 1,5897.55816181963,5897.5582,5895.05,5899.61,0.22581982612609863,0.15400000000000003,0.9867036,0.988772,0.7741801738739014,0.846,-0.194,0.0,0.5,2.1023,0.5,99.0,99.0,99.0,7.798,-5.64,407.273,15034412521.424263,True
Fe 1,5899.849381013884,5899.8499,5899.62,5900.02,0.9350594878196716,0.889,0.98878026,0.98966354,0.06494051218032837,0.111,-1.83,4.7331,3.0,6.8346,3.0,1.32,1.07,1.2,8.32,-5.06,1101.292,144698440.71018744,True
Ti 1,5900.927726469353,5900.9277,5900.76,5901.09,0.8526194095611572,0.6599999999999999,0.9898289,0.9892423,0.14738059043884277,0.34,-1.232,1.0529,1.0,3.154,2.0,1.5,1.17,1.0,7.99,-6.08,-7.75,1012066658.6974998,True
Fe 1,5903.165887212924,5903.1658,5903.04,5903.29,0.9455612003803253,0.894,0.9894203,0.9890426,0.05443879961967468,0.106,-2.363,4.2204,4.0,6.3207,4.0,1.34,1.24,1.29,8.42,-4.89,-7.55,122961783.81301095,True
Fe 1,5904.108498242346,5904.1082,5903.98,5904.24,0.9210337400436401,0.852,0.98715544,0.98817587,0.07896625995635986,0.148,-1.81,4.5931,4.0,6.6931,5.0,1.25,1.23,1.2,8.14,-6.06,227.252,278175972.3876712,True
Ti 1,5904.950520903436,5904.9508,5904.84,5905.06,0.9618397355079651,0.893,0.9888979,0.9886437,0.03816026449203491,0.107,-1.918,1.0666,2.0,3.1662,1.0,1.49,1.5,1.49,6.26,-6.1,267.26,54840418.82086682,True
Si 1,5905.711438659837,5905.7114,5905.55,5905.88,0.8831620216369629,0.842,0.98813665,0.9897682,0.11683797836303711,0.158,-1.731,5.6157,2.0,7.7151,1.0,1.17,1.48,1.01,7.86,-4.06,-6.99,584045043.9499199,True
Fe 1,5907.307523204418,5907.3075,5907.1,5907.51,0.6808295249938965,0.534,0.98937273,0.9882854,0.3191704750061035,0.466,-0.73,4.652,2.0,6.7509,1.0,0.69,1.47,0.3,8.33,-4.76,994.282,5173664080.767927,True
Fe 1,5911.609803875017,5911.6098,5911.45,5911.77,0.8064204454421997,0.642,0.98791444,0.9880679,0.1935795545578003,0.358,-2.587,3.2112,4.0,5.3085,5.0,1.5,1.59,1.75,8.22,-5.41,716.243,1862606287.114605,True
Si 1,5913.610897489224,5913.6109,5913.45,5913.78,0.8938141465187073,0.852,0.98785627,0.9898364,0.10618585348129272,0.148,-1.765,5.6192,3.0,7.7158,2.0,1.33,1.19,1.48,7.85,-3.56,-6.99,468080076.45308816,True
Fe 1,5915.799911867044,5915.8394,5915.48,5916.13,0.42203855514526367,0.41500000000000004,0.98989546,0.9899811,0.5779614448547363,0.585,-0.131,4.6076,3.0,6.7034,4.0,1.09,1.1,1.11,8.33,-4.66,-7.51,16888625769.344963,True
Co 1,5917.188792498563,5917.1888,5917.07,5917.31,0.9498783051967621,0.893,0.98918223,0.9899846,0.050121694803237915,0.107,-2.0,2.1367,3.5,4.232,3.5,0.88,0.92,0.9,8.04,-6.1,319.246,107092994.81111914,True
Fe 1,5917.886436961596,5917.8864,5917.72,5918.06,0.7197191715240479,0.512,0.986645,0.98971033,0.28028082847595215,0.488,-2.994,2.4534,4.0,4.5485,4.0,0.81,1.25,1.03,8.07,-6.09,341.238,4190488126.2509265,True
Ti 1,5920.175909636654,5920.1759,5920.06,5920.29,0.949142724275589,0.858,0.9883224,0.98778373,0.05085727572441101,0.142,-1.772,1.0666,2.0,3.1608,2.0,1.49,1.47,1.48,6.54,-6.1,-7.77,109116043.43372989,True
Fe 1,5922.901074610388,5922.9011,5922.71,5923.09,0.6780719757080078,0.524,0.9885602,0.987987,0.3219280242919922,0.476,-0.685,4.652,2.0,6.7453,3.0,0.69,1.57,2.45,8.18,-4.92,-7.36,5445612287.50917,True
Ti 1,5923.750172532301,5923.7502,5923.62,5923.88,0.9112508296966553,0.77,0.98666507,0.9866337,0.08874917030334473,0.23,-1.512,1.046,0.0,3.139,1.0,0.0,0.5,0.5,8.0,-6.09,-7.74,361448534.958801,True
Fe 1,5925.39503453763,5925.3901,5925.27,5925.46,0.9449384212493896,0.894,0.9888674,0.95321786,0.05506157875061035,0.106,-2.002,4.5844,3.0,6.6768,4.0,1.08,1.19,1.34,7.87,-4.29,-7.54,68423810.31072009,True
Ni 1,5925.571213525831,5925.5744,5925.47,5925.7,0.9317684769630432,0.875,0.95320034,0.9887285,0.06823152303695679,0.125,-1.38,4.1646,4.0,6.257,4.0,1.05,1.27,1.16,7.96,-5.42,-7.56,123396434.29838318,True
Fe 1,5929.430890641954,5929.4309,5929.26,5929.6,0.7773616313934326,0.637,0.98790383,0.9872294,0.22263836860656738,0.363,-1.09,4.652,2.0,6.743,1.0,0.69,0.76,0.65,8.32,-6.03,984.281,2463613919.0471883,True
Fe 1,5931.319161426566,5931.3188,5931.15,5931.52,0.8326400518417358,0.7110000000000001,0.9897483,0.98717344,0.16735994815826416,0.289,-1.41,4.5485,4.0,6.6388,4.0,1.25,1.26,1.25,8.33,-4.45,864.275,1298033381.5154734,True
Fe 1,5931.823066835814,5931.8231,5931.53,5932.12,0.5668506622314453,0.43799999999999994,0.98712033,0.9897974,0.4331493377685547,0.562,-0.23,4.652,2.0,6.7422,3.0,0.69,0.84,1.0,8.29,-4.7,983.281,9476203695.731806,True
Fe 1,5936.29849956585,5936.2985,5936.08,5936.52,0.6204493045806885,0.46199999999999997,0.988443,0.98885196,0.3795506954193115,0.538,-1.17,3.9286,2.0,6.0172,3.0,1.17,1.11,1.05,7.78,-5.29,959.247,7565008185.148945,True
Fe 1,5942.6368607744,5942.6368,5942.5,5942.77,0.9143465757369995,0.833,0.98921627,0.9879073,0.08565342426300049,0.167,-2.15,4.1777,5.0,6.264,6.0,1.42,1.35,1.19,8.42,-4.96,722.286,337746672.0188055,True
Ti 1,5943.397266106273,5943.3972,5943.27,5943.52,0.932300865650177,0.817,0.9889149,0.9873114,0.067699134349823,0.183,-1.642,1.0529,1.0,3.139,1.0,1.5,0.5,1.0,8.0,-6.09,-7.74,206180101.5427262,True
Fe 1,5945.224332509944,5945.2244,5945.1,5945.35,0.9327739179134369,0.847,0.9883283,0.9887414,0.06722608208656311,0.153,-4.192,2.1979,2.0,4.2833,2.0,1.82,1.0,1.41,8.16,-6.11,-7.79,205199707.49432933,True
Si 1,5950.189102814088,5950.1891,5949.95,5950.43,0.6129398345947266,0.546,0.98981845,0.9897702,0.38706016540527344,0.454,-1.23,5.0823,1.0,7.166,2.0,1.0,1.01,1.02,8.61,-4.45,-7.26,7570064957.106581,True
Fe 1,5950.993678803513,5950.9938,5950.84,5951.14,0.8657201528549194,0.759,0.98973066,0.9875028,0.13427984714508057,0.241,-1.488,4.6076,3.0,6.691,3.0,1.09,1.11,1.1,8.33,-4.77,-7.51,871574423.7438618,True
Fe 1,5954.366864928877,5954.3668,5954.18,5954.56,0.6994929313659668,0.536,0.9874738,0.9888164,0.3005070686340332,0.464,-1.44,3.9841,2.0,6.0663,2.0,0.68,0.66,0.67,7.75,-5.28,999.252,4675043232.546011,True
Ti 1,5954.808530603008,5954.8086,5954.64,5954.97,0.7873766422271729,0.5780000000000001,0.988706,0.98848957,0.21262335777282715,0.422,-0.144,1.8871,5.0,3.9692,6.0,1.21,1.17,1.07,7.02,-6.06,259.256,2313195637.6541796,True
Fe 1,5958.3435435392485,5958.3436,5958.18,5958.51,0.7266879081726074,0.481,0.98713964,0.9884235,0.2733120918273926,0.519,-4.605,0.859,5.0,2.9398,4.0,1.4,1.75,0.71,4.13,-6.17,227.252,4047400124.6412754,True
Fe 1,5959.982885313504,5959.9831,5959.86,5960.11,0.9283521175384521,0.836,0.9866254,0.9882629,0.07164788246154785,0.164,-4.176,2.1759,3.0,4.2562,3.0,1.67,1.24,1.46,8.16,-6.12,-7.79,232831925.4667277,True
Ti 1,5967.485585975686,5967.4812,5967.32,5967.77,0.8030675649642944,0.604,0.9897332,0.98674166,0.19693243503570557,0.396,-0.225,1.8792,4.0,3.9569,5.0,1.06,1.04,1.0,7.05,-6.06,258.256,1514886901.7627003,True
Si 1,5974.238094119391,5974.2381,5974.05,5974.42,0.8810902237892151,0.835,0.9894718,0.9882052,0.11890977621078491,0.165,-1.368,5.9537,1.0,8.029,2.0,0.51,1.0,1.25,7.64,-3.65,-6.67,565529274.6656916,True
Fe 1,5977.003992992749,5977.0023,5976.81,5977.2,0.6442751884460449,0.525,0.9889632,0.9893286,0.3557248115539551,0.475,-1.292,4.0758,4.0,6.1502,5.0,1.26,1.08,0.7,8.01,-6.03,-7.78,6933536194.011202,True
Fe 1,5978.431986891045,5978.432,5978.24,5978.62,0.6542134284973145,0.481,0.9893741,0.9880742,0.34578657150268555,0.519,-1.236,3.9433,3.0,6.0172,3.0,1.09,1.11,1.1,7.75,-5.29,-7.54,6550004668.418279,True
Ti 1,5980.196754575109,5980.1967,5980.04,5980.35,0.8287739753723145,0.635,0.9893971,0.9880262,0.17122602462768555,0.365,-0.312,1.8732,3.0,3.9464,4.0,0.74,0.8,0.89,7.04,-6.06,258.256,1484998875.8797097,True
Fe 1,5983.967114818346,5983.967,5983.83,5984.11,0.9106324911117554,0.837,0.9879401,0.98977953,0.08936750888824463,0.163,-1.429,4.913,4.0,6.9849,3.0,1.49,1.44,1.56,8.67,-4.29,-7.33,368229140.0391174,True
Fe 1,5985.337035503876,5985.337,5985.12,5985.55,0.6185555458068848,0.46599999999999997,0.9895854,0.988491,0.38144445419311523,0.534,-0.485,4.5485,4.0,6.62,3.0,1.25,1.35,1.09,8.32,-4.69,-7.51,7859590583.617494,True
Fe 1,5986.472482773788,5986.4725,5986.24,5986.71,0.5949077606201172,0.45199999999999996,0.9888838,0.989733,0.4050922393798828,0.548,-0.198,4.7331,3.0,6.8042,2.0,1.32,1.46,1.19,8.31,-4.99,-7.42,8777669494.210417,True
Fe 1,5988.722879385993,5988.7229,5988.52,5988.93,0.6565325260162354,0.507,0.98900217,0.9899838,0.34346747398376465,0.493,-0.432,4.7955,2.0,6.8658,1.0,1.15,1.46,1.0,8.3,-4.91,-7.42,6294941260.323767,True
Si 1,5990.486463101192,5990.4966,5990.17,5990.81,0.7045478820800781,0.688,0.98950636,0.98938596,0.2954521179199219,0.312,-0.851,5.9639,2.0,8.0336,3.0,1.17,1.16,1.15,7.78,-3.39,-6.66,3518629394.637869,True
Co 1,5992.651425856854,5992.6512,5992.54,5992.77,0.9542198181152344,0.899,0.9877541,0.9895542,0.045780181884765625,0.101,-2.285,1.8826,2.5,3.9515,3.5,1.52,1.78,2.1,7.71,-6.2,-7.8,87366052.89355372,True
Fe 2,5993.030455260758,5993.0305,5992.87,5993.19,0.7998073101043701,0.716,0.9884228,0.9883226,0.20019268989562988,0.284,-3.54,3.1528,5.5,5.2216,4.5,1.24,1.43,0.8,8.54,-6.53,172.221,2073949851.6738436,True
Co 1,5993.532908996914,5993.533,5993.4,5993.66,0.9251272082328796,0.843,0.9896639,0.9876505,0.07487279176712036,0.157,-1.85,2.0802,2.5,4.1489,2.5,1.3,1.19,1.24,7.2,-6.24,-7.82,260099960.94119206,True
Fe 1,5997.603807570938,5997.604,5997.48,5997.73,0.9361866116523743,0.882,0.9875343,0.9883519,0.06381338834762573,0.118,-1.515,5.0095,1.0,7.0768,1.0,1.5,0.32,0.91,8.68,-4.45,-7.35,179903949.13022956,True
Ni 1,5998.399801795234,5998.3995,5998.27,5998.53,0.9227507710456848,0.855,0.9877381,0.9877144,0.07724922895431519,0.145,-1.227,4.2357,2.0,6.3027,2.0,99.0,99.0,99.0,0.0,0.0,0.0,273376903.0004027,True
Ni 1,5999.3207917240115,5999.2548,5999.11,5999.31,0.8790830466896296,0.8009999999999999,0.9884746,0.87696195,0.12091695331037045,0.199,-1.035,4.2357,2.0,6.3024,3.0,1.19,1.1,1.01,8.32,-4.58,-7.5,331202158.20334285,True
Fe 1,5999.435513428607,5999.4376,5999.11,5999.61,0.7552709579467773,0.61,0.9884746,0.98823774,0.24472904205322266,0.39,-1.038,4.6076,3.0,6.6742,2.0,1.09,1.42,0.75,8.33,-4.37,-7.52,2468794696.832283,True
Fe 1,6000.832976138977,6000.8327,6000.71,6000.96,0.942066490650177,0.885,0.988476,0.9894865,0.057933509349823,0.115,-2.309,4.2204,4.0,6.2865,5.0,1.34,1.36,1.39,8.42,-4.94,-7.54,147605307.0227289,True
Si 1,6002.517032602185,6002.517,6002.22,6002.81,0.9006059467792511,0.819,0.989798,0.9895984,0.0993940532207489,0.181,-1.264,5.984,3.0,8.0495,3.0,1.33,1.25,1.29,9.0,-2.28,-6.99,288050631.5137324,True
Fe 1,6004.673371105673,6004.6734,6004.44,6004.91,0.6039907932281494,0.44899999999999995,0.98865694,0.98932725,0.3960092067718506,0.551,-1.12,3.8816,4.0,5.9464,4.0,1.25,1.29,1.27,7.75,-5.38,898.241,8323934723.334528,True
Fe 1,6007.2041148996195,6007.2042,6007.07,6007.34,0.9004289507865906,0.787,0.9865996,0.9873617,0.09957104921340942,0.213,-3.602,2.5881,3.0,4.652,2.0,1.07,0.69,1.46,8.07,-6.29,-7.75,472740438.818952,True
Ni 1,6008.976146791685,6008.9788,6008.83,6009.12,0.8715671300888062,0.784,0.98828447,0.9869516,0.12843286991119385,0.216,-3.567,1.6764,2.0,3.7397,2.0,0.99,1.14,1.06,6.31,-6.26,-7.81,808142033.4959575,True
Fe 1,6009.623312541912,6009.6233,6009.43,6009.83,0.6650843620300293,0.511,0.98793316,0.98963726,0.3349156379699707,0.489,-0.597,4.652,2.0,6.7151,3.0,0.69,1.14,1.6,8.33,-4.81,-7.51,6022650476.646393,True
Fe 1,6010.219703097869,6010.2197,6010.0,6010.43,0.5927019119262695,0.42700000000000005,0.98875624,0.9879623,0.40729808807373047,0.573,-0.982,3.8835,3.0,5.9464,4.0,1.32,1.29,1.24,7.79,-5.38,-7.54,9197796223.26646,True
Fe 1,6013.874548502713,6013.8746,6013.74,6014.01,0.9140638709068298,0.808,0.9886448,0.988843,0.08593612909317017,0.192,-4.038,2.2227,1.0,4.2843,0.0,2.5,0.0,2.5,6.72,-6.13,309.27,349842768.1771711,True
Mn 1,6015.175531138792,6015.1755,6014.99,6015.36,0.659426212310791,0.481,0.9879183,0.9876109,0.340573787689209,0.519,-0.352,3.0722,1.5,5.1334,2.5,2.36,2.0,1.72,7.82,-5.32,-7.56,6411282283.539488,True
Mn 1,6018.310595414012,6018.3364,6018.09,6018.54,0.50667405128479,0.44899999999999995,0.9875266,0.9896414,0.49332594871520996,0.551,-0.183,3.0733,2.5,5.1334,2.5,1.88,2.0,1.94,7.82,-5.32,-7.56,13549437221.69068,True
Fe 1,6021.8353053776555,6021.8353,6021.55,6022.12,0.5742533206939697,0.44399999999999995,0.9893675,0.9896645,0.4257466793060303,0.556,-0.27,4.6076,3.0,6.6665,4.0,1.09,1.23,1.43,8.33,-4.94,894.275,9364683243.097883,True
Mn 1,6023.485238751399,6023.4877,6023.27,6023.7,0.5846521854400635,0.42700000000000005,0.98950064,0.9893482,0.4153478145599365,0.573,-0.054,3.0751,3.5,5.1334,2.5,1.71,2.0,1.36,7.83,-5.32,-7.56,9672573256.750622,True
Fe 1,6025.725131403196,6025.7251,6025.39,6026.05,0.5357201099395752,0.41200000000000003,0.9895949,0.9893159,0.4642798900604248,0.588,-0.12,4.5485,4.0,6.6061,5.0,1.25,1.22,1.17,8.32,-5.28,823.275,11018077348.38881,True
Fe 1,6028.719566439456,6028.7196,6028.53,6028.9,0.6582722663879395,0.485,0.9899586,0.986772,0.34172773361206055,0.515,-1.089,4.0758,4.0,6.1324,5.0,1.26,1.16,0.96,8.01,-6.03,-7.78,6525047601.307162,True
Fe 1,6030.727341636072,6030.7273,6030.58,6030.87,0.8942265510559082,0.81,0.9892166,0.98760766,0.1057734489440918,0.19,-1.332,4.913,4.0,6.9688,4.0,1.49,1.43,1.46,8.67,-4.35,-7.34,529609168.342792,True
Si 1,6038.750366392644,6038.7505,6038.5,6039.0,0.9451044499874115,0.865,0.9894851,0.98942447,0.0548955500125885,0.135,-1.469,5.9639,2.0,8.0171,3.0,1.17,1.15,1.14,7.92,-2.06,-6.66,71637875.90726152,True
V 1,6041.398435154637,6041.3981,6041.26,6041.53,0.920218825340271,0.825,0.98973626,0.98719424,0.079781174659729,0.175,-0.65,1.0636,2.5,3.1158,2.5,1.35,1.59,1.47,7.66,-6.06,331.239,295215989.86431164,True
Fe 1,6043.137763699899,6043.1377,6043.0,6043.27,0.9341452419757843,0.88,0.98974377,0.98753744,0.0658547580242157,0.12,-1.5,5.0095,1.0,7.0612,2.0,1.5,1.23,1.09,8.67,-4.35,-7.34,186782242.98431718,True
Fe 1,6043.624199373979,6043.6235,6043.47,6043.81,0.8926709890365601,0.8140000000000001,0.98805803,0.9849448,0.10732901096343994,0.186,-1.303,4.9556,3.0,7.0071,4.0,1.5,1.38,1.19,8.67,-4.4,-7.33,490243692.9091522,True
Si 1,6044.071977278417,6044.072,6043.82,6044.36,0.9100069403648376,0.8260000000000001,0.98491603,0.98944515,0.08999305963516235,0.174,-1.316,5.9639,2.0,8.0153,3.0,1.17,1.1,1.03,7.52,-2.27,-6.72,225666604.82640722,True
Si 1,6048.367859140658,6048.3678,6048.11,6048.63,0.7642172574996948,0.7130000000000001,0.98994327,0.98937815,0.23578274250030518,0.287,-0.936,5.9537,1.0,8.0036,2.0,0.51,0.84,1.0,7.52,-3.83,-6.69,2358434658.346151,True
Si 1,6049.190186592556,6049.1903,6048.97,6049.4,0.863198459148407,0.813,0.989164,0.98870283,0.13680154085159302,0.187,-1.246,5.984,3.0,8.0336,3.0,1.33,1.16,1.25,7.78,-3.39,-6.66,730020749.2301688,True
Ni 1,6055.369801420292,6055.3695,6055.24,6055.5,0.924687922000885,0.859,0.98754,0.98757064,0.07531207799911499,0.141,-1.237,4.2357,2.0,6.2832,3.0,99.0,99.0,99.0,0.0,0.0,0.0,260835877.72720167,True
Fe 1,6057.078649716841,6057.0783,6056.94,6057.22,0.9244410395622253,0.863,0.98910517,0.988761,0.07555896043777466,0.137,-1.479,4.9556,3.0,7.0026,2.0,1.5,1.52,1.49,8.67,-4.18,-7.33,254380611.86884186,True
Fe 1,6057.681098346296,6057.6811,6057.45,6057.91,0.6410055160522461,0.504,0.9889485,0.98870826,0.3589944839477539,0.496,-0.46,4.7331,3.0,6.7799,4.0,1.32,1.14,0.87,8.32,-4.97,1029.286,6698639883.395355,True
