species,wave,wave_vald,wave_l,wave_u,flux,flux_vald,flux_l,flux_u,depth,depth_vald,loggf,E_l,J_l,E_u,J_u,lande_l,lande_u,lande_m,damping_rad,damping_stark,damping_waals,vrad_info,crit_CaHK
Fe 1,3837.4184664179907,3837.4186,3837.29,3837.5,0.13998770713806152,0.09499999999999997,0.45673242,0.37170824,0.8600122928619385,0.905,-0.44,3.3009,2.0,6.5318,2.0,1.18,1.15,1.16,8.07,-5.56,282.267,10330864430.217672,True
CN 1,3837.600799518992,3837.5929,3837.51,3837.74,0.1523517370223999,0.879,0.37210384,0.47745878,0.8476482629776001,0.121,-0.3,0.6093,20.5,3.8401,21.5,99.0,99.0,99.0,7.18,0.0,0.0,8742116216.515976,True
Zr 2,3837.8498669931737,3837.8495,3837.75,3837.93,0.24061012268066406,0.14900000000000002,0.47608197,0.43043855,0.7593898773193359,0.851,-0.12,0.5586,2.5,3.7892,3.5,1.17,1.13,1.08,0.0,0.0,0.0,5342316288.5993395,True
Gd 2,3838.0044883804385,3838.0035,3837.94,3838.09,0.3169727325439453,0.877,0.42719343,0.43294948,0.6830272674560547,0.123,-0.4,0.4925,4.5,3.7229,4.5,1.7,1.78,1.74,0.0,0.0,0.0,1564503872.3046446,True
Fe 1,3838.22386817915,3838.2227,3838.1,3838.33,0.1737961769104004,0.133,0.43325406,0.3772052,0.8262038230895996,0.867,-1.778,2.6085,2.0,5.8388,3.0,0.66,1.16,1.65,7.62,-6.07,269.262,6716065176.639019,True
CN 1,3838.5129664317164,3838.5212,3838.34,3838.58,0.2640497386455536,0.882,0.37728763,0.2910714,0.7359502613544464,0.118,-0.321,0.5997,19.5,3.8297,20.5,99.0,99.0,99.0,7.18,0.0,0.0,531265114.29795367,True
CN 1,3838.736199294264,3838.7511,3838.59,3838.81,0.19077877700328827,0.771,0.29139,0.21212314,0.8092212229967117,0.229,-0.124,0.4547,28.5,3.6845,29.5,99.0,99.0,99.0,7.18,0.0,0.0,600198534.0114344,True
CN 1,3838.946893253249,3838.963,3838.82,3839.03,0.13775919377803802,0.5800000000000001,0.21181013,0.15533923,0.862240806221962,0.42,0.112,0.3457,37.5,3.5753,38.5,99.0,99.0,99.0,7.18,0.0,0.0,499502230.3904471,True
Mg 1,3839.38471583758,3839.3832,3839.04,3839.75,0.04316644370555878,0.03200000000000003,0.15523635,0.16197102,0.9568335562944412,0.968,-0.351,2.7166,2.0,5.9459,2.0,99.0,99.0,99.0,0.0,-4.56,709.301,1697440528.3168197,True
CN 1,3839.8128603054893,3839.8096,3839.76,3840.0,0.1574237272143364,0.765,0.16206633,0.23396836,0.8425762727856636,0.235,-0.124,0.4413,28.5,3.6703,29.5,99.0,99.0,99.0,7.18,0.0,0.0,299082454.3836875,True
Nd 2,3840.0645250609023,3840.069,3840.01,3840.14,0.22352424263954163,0.46799999999999997,0.23447506,0.26484063,0.7764757573604584,0.532,-0.24,0.0,3.5,3.2287,2.5,0.44,0.94,-0.17,0.0,0.0,0.0,170287009.63684806,True
CN 1,3840.3330110375223,3840.3282,3840.15,3840.51,0.0914650559425354,0.888,0.2643243,0.36874202,0.9085349440574646,0.112,-0.366,0.5818,17.5,3.8103,18.5,99.0,99.0,99.0,7.18,0.0,0.0,6175199540.271377,True
Fe 1,3840.588324167054,3840.5896,3840.52,3840.63,0.3091840147972107,0.481,0.36834946,0.33542123,0.6908159852027893,0.519,-1.703,4.1034,4.0,7.3316,4.0,1.5,1.44,1.47,8.4,-3.92,-7.15,330256472.2712628,True
Fe 1,3840.715707887269,3840.716,3840.64,3840.79,0.16890108585357666,0.14500000000000002,0.33262324,0.33666775,0.8310989141464233,0.855,-0.36,3.9597,1.0,7.1879,2.0,0.51,1.52,2.03,8.12,-5.33,669.295,5027868550.164358,True
Mn 1,3840.8782202295956,3840.8656,3840.8,3841.03,0.15981817245483398,0.15900000000000003,0.33606476,0.38783637,0.840181827545166,0.841,-0.688,2.1867,0.5,5.4148,0.5,3.33,-0.6,1.36,7.75,-6.14,-7.78,5150906238.0349865,True
Fe 1,3841.527150419113,3841.5266,3841.04,3841.75,0.046809226274490356,0.02100000000000002,0.38708353,0.18059413,0.9531907737255096,0.979,-0.506,0.9901,2.0,4.2176,1.0,1.0,1.49,0.75,8.3,-6.16,282.266,3784390498.5301476,True
V 1,3841.83692957305,3841.8389,3841.76,3841.91,0.13220614194869995,0.15000000000000002,0.1811791,0.18318002,0.8677938580513,0.85,-0.16,0.0401,3.5,3.2673,2.5,1.24,1.34,1.11,8.02,-5.96,326.26,743043900.9157805,True
Fe 1,3842.1370388865757,3842.137,3841.92,3842.29,0.04953885078430176,0.02300000000000002,0.18203716,0.1550001,0.9504611492156982,0.977,-0.045,1.6079,2.0,4.8349,1.0,0.67,0.49,0.76,8.2,-5.88,351.245,2652310298.116488,True
Cr 1,3842.3370616449183,3842.3375,3842.3,3842.47,0.14778780937194824,0.30700000000000005,0.15539597,0.33511403,0.8522121906280518,0.693,0.178,3.4096,3.0,6.6364,4.0,1.76,1.56,1.25,8.26,-4.99,-7.54,2082398205.253592,True
Co 1,3842.536657036863,3842.5442,3842.48,3842.64,0.27953410148620605,0.31100000000000005,0.3363832,0.48750228,0.720465898513794,0.689,-2.13,0.9227,3.5,4.1494,3.5,1.15,1.16,1.15,8.1,-6.11,301.273,2337814618.786097,True
CN 1,3842.822850244291,3842.8429,3842.65,3842.94,0.19940459728240967,0.5700000000000001,0.4866109,0.44998887,0.8005954027175903,0.43,0.076,0.2942,34.5,3.5205,35.5,99.0,99.0,99.0,7.18,0.0,0.0,5966873447.554082,True
Co 1,3843.1294290486276,3843.1391,3842.95,3843.26,0.16119003295898438,0.08899999999999997,0.45300275,0.6943855,0.8388099670410156,0.911,-0.77,0.9227,3.5,4.1489,2.5,1.15,1.19,1.1,7.2,-6.24,269.249,14847806724.39661,True
Gd 2,3843.2828176010667,3843.2949,3843.27,3843.58,0.692548394203186,0.869,0.6944847,0.7728221,0.30745160579681396,0.131,0.25,1.1273,5.5,4.3533,6.5,1.51,1.48,1.4,0.0,0.0,0.0,82677228.09965141,True
CN 1,3843.7117561037526,3843.7174,3843.59,3843.8,0.615538477897644,0.898,0.7731028,0.7569517,0.38446152210235596,0.102,-0.444,0.5515,14.5,3.7771,15.5,99.0,99.0,99.0,7.18,0.0,0.0,1230252299.280195,True
Fe 1,3843.8572990596795,3843.8489,3843.81,3843.87,0.7401673197746277,0.89,0.75588053,0.7414845,0.2598326802253723,0.11,-2.588,4.1544,3.0,7.3799,3.0,1.49,1.12,1.31,8.55,-4.56,-7.32,11691400.247204833,True
Fe 1,3844.0888135041896,3844.0788,3843.88,3844.22,0.11157578229904175,0.19399999999999995,0.7407934,0.5766813,0.8884242177009583,0.806,-2.363,2.5881,3.0,5.8134,2.0,1.07,1.26,0.89,8.02,-6.06,-7.77,23553811987.817986,True
Fe 1,3844.3467668163403,3844.3466,3844.23,3844.52,0.11787104606628418,0.06999999999999995,0.5785972,0.661574,0.8821289539337158,0.93,-0.241,3.0469,4.0,6.272,3.0,1.0,1.02,0.98,7.78,-6.14,313.265,21915471746.967667,True
Mg 1,3844.789248258488,3844.7883,3844.53,3844.97,0.17091131210327148,0.19499999999999995,0.6608096,0.6253428,0.8290886878967285,0.805,-1.48,4.3458,1.0,7.5705,2.0,99.0,99.0,99.0,0.0,0.0,0.0,10900485381.020945,True
CN 1,3845.082118604417,3845.0793,3844.98,3845.19,0.20588254928588867,0.757,0.6262477,0.7031822,0.7941174507141113,0.243,-0.166,0.3812,23.5,3.6057,24.5,99.0,99.0,99.0,7.18,0.0,0.0,17907265877.941128,True
CN 1,3845.320897008709,3845.3404,3845.2,3845.44,0.1906414031982422,0.5660000000000001,0.70085216,0.7882133,0.8093585968017578,0.434,0.051,0.2621,32.5,3.4863,33.5,99.0,99.0,99.0,7.18,0.0,0.0,21796032315.868195,True
V 1,3845.53105464754,3845.5277,3845.45,3845.59,0.5185151100158691,0.42000000000000004,0.79047596,0.7040386,0.48148488998413086,0.58,-1.1,0.0,1.5,3.2241,2.5,0.4,0.98,1.42,7.96,-5.96,321.263,3944269637.8897986,True
Ni 1,3845.657449799215,3845.6554,3845.6,3845.71,0.5731732845306396,0.505,0.71069497,0.71248317,0.42682671546936035,0.495,-0.965,3.941,3.0,7.165,4.0,0.76,1.06,1.5,8.11,-5.47,-7.53,1755590106.567218,True
Cr 1,3845.779556460803,3845.7802,3845.72,3845.93,0.5167970657348633,0.378,0.71336097,0.8674658,0.4832029342651367,0.622,-0.031,3.395,2.0,6.6189,3.0,1.99,1.59,1.19,8.26,-4.92,-7.53,4872247760.541155,True
CN 1,3846.107414065368,3846.1198,3845.94,3846.17,0.38053226470947266,0.769,0.86740065,0.5301288,0.6194677352905273,0.231,-0.203,0.3706,21.5,3.5942,22.5,99.0,99.0,99.0,7.18,0.0,0.0,7124870411.009842,True
Fe 2,3846.270574076108,3846.2734,3846.18,3846.41,0.12450432777404785,0.603,0.5217588,0.71599305,0.8754956722259521,0.397,-2.43,4.4791,1.5,7.7026,1.5,0.8,1.02,0.91,8.47,-6.51,175.228,23218796287.588947,True
Co 1,3846.552493055474,3846.5589,3846.42,3846.7,0.09822309017181396,0.050000000000000044,0.7171193,0.5698664,0.901776909828186,0.95,0.01,0.9227,3.5,4.146,4.5,1.15,1.17,1.2,8.14,-6.07,300.273,26704341229.795513,True
Fe 1,3846.7829040512233,3846.7846,3846.71,3846.91,0.2808825969696045,0.16500000000000004,0.57552516,0.8470353,0.7191174030303955,0.835,-1.039,3.5465,2.0,6.7696,3.0,1.03,0.92,0.82,8.12,-5.27,236.254,15359513226.27317,True
Fe 1,3847.079088937343,3847.0752,3846.92,3847.26,0.21431350708007812,0.15900000000000003,0.84792256,0.86249715,0.7856864929199219,0.841,-1.18,3.3683,4.0,6.5911,3.0,1.36,1.59,1.0,8.06,-4.69,825.283,24568733762.70492,True
Fe 1,3847.3791616912795,3847.3732,3847.27,3847.41,0.5935806035995483,0.491,0.86179954,0.63516146,0.40641939640045166,0.509,-2.123,3.6946,4.0,6.9172,3.0,0.98,0.91,1.09,8.06,-6.09,-7.73,1949100496.4888322,True
Fe 1,3847.503258789191,3847.5002,3847.42,3847.61,0.19462347030639648,0.12,0.6316886,0.78734493,0.8053765296936035,0.88,-0.475,3.5732,5.0,6.7957,4.0,1.0,1.0,1.0,7.82,-6.22,238.254,23628567378.24825,True
CN 1,3847.74135147016,3847.7205,3847.62,3847.8,0.17528462409973145,0.5549999999999999,0.79310405,0.31783646,0.8247153759002686,0.445,0.037,0.2318,31.5,3.4541,32.5,99.0,99.0,99.0,7.18,0.0,0.0,16371328314.544119,True
Fe 1,3847.890004658854,3847.8909,3847.81,3847.96,0.11352062225341797,0.07099999999999995,0.32653865,0.31733066,0.886479377746582,0.929,-0.016,3.2515,3.0,6.4736,3.0,1.34,1.32,1.33,8.21,-5.73,277.262,9528306366.860615,True
Fe 1,3848.027393653293,3848.0246,3847.97,3848.17,0.1810321807861328,0.136,0.32394826,0.8510338,0.8189678192138672,0.864,-2.003,2.4327,5.0,5.6547,6.0,1.04,1.34,2.08,7.77,-6.06,-7.81,15841075220.395443,True
Fe 1,3848.2953981137343,3848.3028,3848.18,3848.35,0.5630884170532227,0.45999999999999996,0.8506532,0.71955174,0.43691158294677734,0.54,-2.456,3.3014,4.0,6.5232,5.0,0.81,1.03,1.48,8.02,-5.23,-7.67,2865012022.336007,True
V 1,3848.4205377250432,3848.4169,3848.36,3848.73,0.5032627582550049,0.42500000000000004,0.7226651,0.9143866,0.4967372417449951,0.575,-1.09,0.017,2.5,3.2387,3.5,1.03,1.15,1.3,7.96,-5.96,322.262,6292545757.276571,True
CN 1,3848.946418849177,3848.9514,3848.74,3849.08,0.20066654682159424,0.563,0.9144236,0.76035064,0.7993334531784058,0.437,0.01,0.2174,29.5,3.4386,30.5,99.0,99.0,99.0,7.18,0.0,0.0,23135867047.945457,True
Cr 1,3849.1655448365022,3849.168,3849.09,3849.25,0.6102418899536133,0.538,0.7658103,0.8570943,0.3897581100463867,0.462,-0.361,3.3848,1.0,6.6059,2.0,3.01,1.69,1.02,8.26,-4.8,-7.53,2481484718.878749,True
Fe 1,3849.3817015837117,3849.3803,3849.26,3849.51,0.24293923377990723,0.17400000000000004,0.853154,0.88726085,0.7570607662200928,0.826,-2.18,2.6085,2.0,5.8294,3.0,0.66,1.35,2.03,8.2,-5.85,333.248,23463861776.432964,True
Nd 2,3849.609126095536,3849.6045,3849.52,3849.75,0.6762592792510986,0.46699999999999997,0.8870071,0.87440425,0.32374072074890137,0.533,0.15,0.3802,5.5,3.6009,4.5,0.98,0.98,0.98,0.0,0.0,0.0,1793010017.1344595,True
CN 1,3849.9326011963776,3849.9483,3849.76,3849.99,0.44217801094055176,0.788,0.876345,0.6427478,0.5578219890594482,0.212,-0.289,0.3326,17.5,3.553,18.5,99.0,99.0,99.0,7.18,0.0,0.0,6091791927.331831,True
La 2,3850.090260547229,3850.1017,3850.0,3850.24,0.18776345252990723,0.42600000000000005,0.6502956,0.8520439,0.8122365474700928,0.574,-0.45,0.0,2.0,3.2203,1.0,0.72,0.78,0.69,0.0,0.0,0.0,24719336466.159668,True
Cr 1,3850.457769085758,3850.4567,3850.25,3850.54,0.2893054485321045,0.19099999999999995,0.8520522,0.65684754,0.7106945514678955,0.809,0.382,3.0106,4.0,6.2306,5.0,1.51,1.39,1.15,8.1,-4.31,-7.5,15209566657.47575,True
Cr 1,3850.631572071986,3850.6248,3850.55,3850.72,0.26470065116882324,0.18500000000000005,0.651329,0.56252897,0.7352993488311768,0.815,-1.82,0.9829,2.0,4.2027,1.0,1.5,1.49,1.51,6.38,-6.0,270.256,11706875699.561546,True
Fe 1,3851.059314623319,3851.0582,3850.73,3851.18,0.05109661817550659,0.02300000000000002,0.5601195,0.1516031,0.9489033818244934,0.977,-0.871,1.0111,1.0,4.2305,0.0,-0.01,0.0,-0.01,8.31,-6.16,283.267,7990621647.651072,True
CN 1,3851.221558820252,3851.2255,3851.19,3851.6,0.14727246761322021,0.5549999999999999,0.15273179,0.7248061,0.8527275323867798,0.445,-0.005,0.1899,28.5,3.4092,29.5,99.0,99.0,99.0,7.18,0.0,0.0,5472816832.425938,True
CN 1,3851.763892909075,3851.7547,3851.61,3851.79,0.3236549496650696,0.8029999999999999,0.7253914,0.3347994,0.6763450503349304,0.197,-0.339,0.3163,15.5,3.5353,16.5,99.0,99.0,99.0,7.18,0.0,0.0,4583883081.10293,True
Fe 1,3851.9099143251965,3851.9098,3851.8,3852.0,0.07633376121520996,0.03400000000000003,0.3360059,0.2816297,0.92366623878479,0.966,-1.734,0.9901,2.0,4.2089,2.0,1.0,1.49,1.25,6.88,-6.13,302.273,10948820620.929564,True
Co 1,3852.0249073543105,3852.0384,3852.01,3852.24,0.27606773376464844,0.30500000000000005,0.28441083,0.8403926,0.7239322662353516,0.695,-2.54,0.5136,3.5,3.7323,2.5,1.24,0.58,2.06,7.08,-6.22,242.246,7777183916.339832,True
CN 1,3852.3775982253123,3852.3978,3852.25,3852.51,0.24660634994506836,0.5660000000000001,0.83901286,0.840391,0.7533936500549316,0.434,-0.036,0.1768,26.5,3.3952,27.5,99.0,99.0,99.0,7.18,0.0,0.0,20984542418.896294,True
CN 1,3852.616617515302,3852.6034,3852.52,3852.71,0.47721242904663086,0.7989999999999999,0.84377384,0.83997476,0.5227875709533691,0.201,-0.339,0.3089,15.5,3.5271,16.5,99.0,99.0,99.0,7.18,0.0,0.0,7814363891.719392,True
Nd 2,3852.7594431897533,3852.7523,3852.72,3852.78,0.82173091173172,0.785,0.8408437,0.82689416,0.17826908826828003,0.215,-0.49,0.3206,6.5,3.5386,7.5,1.15,1.14,1.13,0.0,-5.331,0.0,20266154.92347527,True
Nd 2,3852.8368818826707,3852.8378,3852.79,3852.88,0.788414478302002,0.6970000000000001,0.8254452,0.83039296,0.21158552169799805,0.303,-0.44,0.1823,5.5,3.4003,4.5,1.02,1.17,0.7,0.0,0.0,0.0,135285648.77072394,True
Co 1,3852.939169872344,3852.9393,3852.89,3853.01,0.7921113967895508,0.792,0.83302295,0.86655533,0.20788860321044922,0.208,-1.387,2.5418,1.5,5.7597,1.5,1.28,0.87,1.08,7.96,-6.09,-7.79,226340243.80375174,True
Mg 1,3853.10962111364,3853.1094,3853.02,3853.19,0.7670542001724243,0.628,0.8653781,0.85566694,0.23294579982757568,0.372,-2.83,4.3458,1.0,7.5636,2.0,99.0,99.0,99.0,0.0,0.0,0.0,418330667.69862354,True
Cr 1,3853.306144751288,3853.3045,3853.2,3853.38,0.3412923812866211,0.18100000000000005,0.8578535,0.7441221,0.6587076187133789,0.819,-1.81,0.9684,1.0,4.186,0.0,1.5,0.0,1.5,6.6,-6.19,269.255,15701554980.593735,True
CN 1,3853.4937955871255,3853.4888,3853.39,3853.57,0.19360733032226562,0.8180000000000001,0.75156826,0.4450155,0.8063926696777344,0.182,-0.396,0.302,13.5,3.5194,14.5,99.0,99.0,99.0,7.18,0.0,0.0,17055288592.672207,True
Fe 1,3853.6644222957684,3853.6649,3853.58,3853.97,0.12692856788635254,0.06399999999999995,0.4556918,0.90993637,0.8730714321136475,0.936,-1.185,2.1759,3.0,5.3933,4.0,1.67,1.49,1.23,8.31,-5.77,208.258,25127404217.889626,True
Ti 1,3854.132099136341,3854.139,3853.98,3854.19,0.4930422306060791,0.34099999999999997,0.90986145,0.71967834,0.5069577693939209,0.659,0.056,1.9685,2.0,5.1854,3.0,0.39,0.64,0.89,8.08,-4.7,-7.55,5947421480.217721,True
CN 1,3854.2909179921407,3854.3041,3854.2,3854.37,0.37412893772125244,0.815,0.729586,0.5753795,0.6258710622787476,0.185,-0.396,0.2955,13.5,3.5123,14.5,99.0,99.0,99.0,7.18,0.0,0.0,6675970097.39518,True
Fe 1,3854.4222588698444,3854.4246,3854.38,3854.47,0.47150421142578125,0.33999999999999997,0.56880504,0.61164135,0.5284957885742188,0.66,-0.905,4.58,2.0,7.7967,3.0,0.67,0.89,1.1,8.34,-3.05,-7.06,1911659322.320962,True
CN 1,3854.5709205793646,3854.565,3854.48,3854.69,0.18281865119934082,0.56,0.6232642,0.82239133,0.8171813488006592,0.44,-0.052,0.1521,25.5,3.3686,26.5,99.0,99.0,99.0,7.18,0.0,0.0,24756087630.714622,True
Ti 1,3854.806441953516,3854.8181,3854.7,3854.97,0.48317885398864746,0.33599999999999997,0.81414086,0.9184577,0.5168211460113525,0.664,0.08,1.9807,3.0,5.1971,4.0,0.93,0.95,0.97,8.22,-4.66,-7.55,7087230034.835274,True
CN 1,3855.1381242432412,3855.1268,3854.98,3855.21,0.5189187526702881,0.823,0.91841507,0.7938843,0.4810812473297119,0.177,-0.427,0.2895,12.5,3.5055,13.5,99.0,99.0,99.0,7.18,0.0,0.0,6369230422.757043,True
Cr 1,3855.316432878305,3855.308,3855.22,3855.37,0.26827549934387207,0.21399999999999997,0.7948068,0.38080293,0.7317245006561279,0.786,-0.119,2.7088,2.0,5.9247,2.0,1.85,1.39,1.62,8.29,-5.34,-7.66,11663725243.313717,True
Fe 1,3855.4501411786923,3855.459,3855.38,3855.55,0.1990199089050293,0.137,0.38733688,0.7751772,0.8009800910949707,0.863,-1.102,3.2112,4.0,6.427,3.0,1.5,1.66,1.26,8.02,-6.05,-7.47,16423419277.791212,True
CN 1,3855.65887070996,3855.6409,3855.56,3855.79,0.2587459087371826,0.563,0.7811249,0.8843491,0.7412540912628174,0.437,-0.069,0.1404,24.5,3.3561,25.5,99.0,99.0,99.0,7.18,0.0,0.0,21713315372.696503,True
CN 1,3855.9265957873577,3855.9313,3855.8,3856.08,0.38138318061828613,0.832,0.885196,0.87656164,0.6186168193817139,0.168,-0.461,0.2839,11.5,3.4993,12.5,99.0,99.0,99.0,7.18,0.0,0.0,13127828442.379284,True
Fe 1,3856.424000324351,3856.4079,3856.09,3856.58,0.17419350147247314,0.245,0.8763024,0.6185464,0.8258064985275269,0.755,-2.492,2.7275,4.0,5.9426,4.0,1.05,1.26,1.16,7.91,-5.71,-7.78,22102474937.06968,True
CN 1,3856.702529162723,3856.6982,3856.59,3856.82,0.1637786626815796,0.567,0.62298965,0.63666224,0.8362213373184204,0.433,-0.087,0.1292,23.5,3.344,24.5,99.0,99.0,99.0,7.18,0.0,0.0,19555698313.654175,True
Fe 1,3856.9405634758077,3856.9399,3856.83,3857.02,0.17597174644470215,0.15800000000000003,0.6366296,0.42929074,0.8240282535552979,0.842,-1.298,3.241,3.0,6.4555,2.0,1.5,1.8,1.2,7.99,-4.47,-7.48,14252295904.266932,True
Fe 1,3857.1289858578666,3857.1259,3857.03,3857.17,0.2539812922477722,0.593,0.4341394,0.27758253,0.7460187077522278,0.407,-2.448,3.5465,2.0,6.7609,2.0,1.03,1.25,1.14,8.0,-4.72,-7.47,1840824982.4422574,True
Fe 1,3857.464563842222,3857.4647,3857.18,3857.66,0.04732516407966614,0.020000000000000018,0.2793,0.1752751,0.9526748359203339,0.98,-1.286,0.0516,3.0,3.2657,2.0,1.5,1.5,1.5,7.16,-6.22,231.247,3666194199.3647227,True
CN 1,3857.73121185767,3857.7366,3857.67,3858.06,0.14958900213241577,0.571,0.17664503,0.640213,0.8504109978675842,0.429,-0.105,0.1184,22.5,3.3324,23.5,99.0,99.0,99.0,7.18,0.0,0.0,4832055802.94824,True
Ce 2,3858.10628900609,3858.1183,3858.07,3858.15,0.6335231363773346,0.874,0.64056957,0.6551502,0.3664768636226654,0.126,-0.25,0.7215,4.5,3.9351,5.5,1.19,1.14,1.03,0.0,0.0,0.0,30009039.281113733,True
CN 1,3858.2396994562164,3858.2337,3858.16,3858.52,0.4862785339355469,0.863,0.6558976,0.77459806,0.5137214660644531,0.137,-0.581,0.27,8.5,3.4834,9.5,99.0,99.0,99.0,7.18,0.0,0.0,3048659302.3072243,True
Cr 1,3858.745212729472,3858.7373,3858.53,3858.85,0.1565542221069336,0.42700000000000005,0.7746978,0.6021555,0.8434457778930664,0.573,-0.147,3.3848,1.0,6.5979,1.0,3.01,2.05,2.53,8.25,-4.41,-7.53,20072093378.090637,True
Fe 1,3858.9448121540113,3858.9285,3858.86,3859.07,0.3346511125564575,0.491,0.611901,0.6778885,0.6653488874435425,0.509,-1.638,4.1864,2.0,7.3993,3.0,0.68,1.14,1.61,7.44,-4.3,-7.29,7141362247.413001,True
Ni 1,3859.3910015766232,3859.3911,3859.08,3859.5,0.0628974437713623,0.028000000000000025,0.67816806,0.26449642,0.9371025562286377,0.972,-1.127,0.4228,2.0,3.6353,3.0,1.09,1.01,0.94,7.94,-6.12,-7.81,12864023016.089602,True
Fe 1,3859.5589610131246,3859.5667,3859.51,3859.64,0.20767664909362793,0.18400000000000005,0.26751757,0.39926103,0.7923233509063721,0.816,-1.546,3.241,3.0,6.4534,2.0,1.5,1.57,1.43,8.04,-5.62,-7.53,3261474201.609452,True
CN 1,3859.7726607912255,3859.757,3859.65,3859.85,0.1973816156387329,0.5820000000000001,0.39790666,0.34198797,0.8026183843612671,0.418,-0.144,0.0983,20.5,3.3106,21.5,99.0,99.0,99.0,7.18,0.0,0.0,3810736660.2549715,True
Mg 1,3859.96931842883,3859.9542,3859.86,3860.13,0.13860207796096802,0.20099999999999996,0.33886117,0.4022591,0.861397922039032,0.799,-1.52,4.3458,1.0,7.5579,2.0,99.0,99.0,99.0,0.0,0.0,0.0,6301851511.12605,True
Fe 1,3860.308266458303,3860.3066,3860.14,3860.42,0.09258580207824707,0.05900000000000005,0.4018658,0.2763742,0.9074141979217529,0.941,-0.749,2.4041,6.0,5.6158,5.0,1.16,1.21,1.05,7.34,-6.23,260.262,8805429071.558462,True
Fe 1,3860.565375192473,3860.5475,3860.43,3860.59,0.18256646394729614,0.31399999999999995,0.2774708,0.18624651,0.8174335360527039,0.686,-2.369,3.0713,1.0,6.2829,1.0,1.47,1.05,1.26,7.27,-6.11,-7.81,571962019.5238796,True
CN 1,3860.7759900109154,3860.7689,3860.6,3860.8,0.11556313931941986,0.603,0.18658385,0.116817206,0.8844368606805801,0.397,-0.186,0.089,18.5,3.3004,19.5,99.0,99.0,99.0,7.18,0.0,0.0,345076726.3476456,True
Fe 1,3861.005380192225,3861.0055,3860.81,3861.47,0.04351828992366791,0.020000000000000018,0.11706735,0.21585716,0.9564817100763321,0.98,-0.71,0.0,4.0,3.2112,4.0,1.5,1.5,1.5,7.19,-6.22,228.247,1830595241.7490742,True
CN 1,3861.514057329869,3861.5038,3861.48,3861.62,0.2121502310037613,0.887,0.2154863,0.30849928,0.7878497689962387,0.113,-0.351,0.5905,19.5,3.8013,18.5,99.0,99.0,99.0,7.18,0.0,0.0,686788155.1322749,True
CN 1,3861.7206273458537,3861.7131,3861.63,3861.88,0.16498303413391113,0.884,0.31191453,0.39571977,0.8350169658660889,0.116,-0.329,0.5997,20.5,3.8103,19.5,99.0,99.0,99.0,7.18,0.0,0.0,4075253339.901719,True
CN 1,3861.9030888438333,3861.9043,3861.89,3862.0,0.39098918437957764,0.882,0.3946325,0.5437022,0.6090108156204224,0.118,-0.309,0.6094,21.5,3.8198,20.5,99.0,99.0,99.0,7.18,0.0,0.0,946899851.8849065,True
CN 1,3862.0919858235848,3862.0776,3862.01,3862.15,0.4380496144294739,0.879,0.5436456,0.48647377,0.5619503855705261,0.121,-0.289,0.6195,22.5,3.8297,21.5,99.0,99.0,99.0,7.18,0.0,0.0,609923263.0450553,True
Co 1,3862.256524738981,3862.2602,3862.16,3862.33,0.19204354286193848,0.11099999999999999,0.4830586,0.48317146,0.8079564571380615,0.889,-0.89,1.049,2.5,4.2591,1.5,0.86,0.79,0.92,7.2,-6.23,278.256,11205396632.043108,True
Fe 1,3862.4328557958293,3862.4382,3862.34,3862.56,0.14256572723388672,0.13,0.4821897,0.59159,0.8574342727661133,0.87,-1.624,2.6924,5.0,5.9024,5.0,1.2,1.32,1.26,7.72,-6.21,-7.8,15504721693.729134,True
CN 1,3862.6683150758877,3862.6724,3862.57,3863.19,0.16892623901367188,0.622,0.5948973,0.8577746,0.8310737609863281,0.378,-0.234,0.0717,16.5,3.2815,17.5,99.0,99.0,99.0,7.18,0.0,0.0,23310877122.28347,True
Cr 1,3863.3356225379734,3863.3413,3863.2,3863.39,0.5539770126342773,0.515,0.85786194,0.6916534,0.44602298736572266,0.485,-0.292,3.4096,3.0,6.6189,3.0,1.76,1.59,1.68,8.26,-4.92,-7.53,3130501197.8603845,True
Fe 1,3863.457553808221,3863.456,3863.4,3863.5,0.5034422874450684,0.369,0.68834305,0.6137261,0.49655771255493164,0.631,-1.411,4.1544,3.0,7.3635,3.0,1.49,1.17,1.33,8.39,-4.59,-7.26,2437297955.9089546,True
CN 1,3863.588203423489,3863.5953,3863.51,3863.78,0.27740955352783203,0.632,0.61722356,0.8385346,0.722590446472168,0.368,-0.259,0.0637,15.5,3.2727,16.5,99.0,99.0,99.0,7.18,0.0,0.0,11717314566.21564,True
Cr 1,3863.893466469539,3863.8846,3863.79,3864.03,0.345919132232666,0.275,0.84298927,0.8905488,0.654080867767334,0.725,0.35,3.4499,5.0,6.6587,5.0,1.61,1.54,1.58,8.25,-4.99,-7.53,15815943967.334232,True
